timestamp,water_level,barometric_pressure
2024-09-23 19:48:00-00:00,0.9425734896426538,101.28599607011414
2024-09-23 19:54:00-00:00,0.964057617128313,101.28299770929718
2024-09-23 20:00:00-00:00,0.9858701526874928,101.26899878346539
2024-09-23 20:06:00-00:00,1.0164312285895911,101.25999712566185
2024-09-23 20:12:00-00:00,1.0476757474357865,101.25399382867528
2024-09-23 20:18:00-00:00,1.0759872952325669,101.24999601425267
2024-09-23 20:24:00-00:00,1.106122931958931,101.24200038540745
2024-09-23 20:30:00-00:00,1.1315014367324392,101.23099982039261
2024-09-23 20:36:00-00:00,1.1651341406827571,101.2159948656025
2024-09-23 20:42:00-00:00,1.1918158164576718,101.203994846982
2024-09-23 20:48:00-00:00,1.2226223101441716,101.19000249650288
2024-09-23 20:54:00-00:00,1.2509182519529136,101.18299974591065
2024-09-23 21:00:00-00:00,1.279036164260022,101.16599588390923
2024-09-23 21:06:00-00:00,1.3137595408173697,101.1520035334301
2024-09-23 21:12:00-00:00,1.3466945458186648,101.1409963930626
2024-09-23 21:18:00-00:00,1.3787059039205198,101.13899748585129
2024-09-23 21:24:00-00:00,1.411895308921539,101.13100185700608
2024-09-23 21:30:00-00:00,1.4411339647972214,101.11500402396298
2024-09-23 21:36:00-00:00,1.4691310385383725,101.10499633720113
2024-09-23 21:42:00-00:00,1.5006407976714993,101.09299631858063
2024-09-23 21:48:00-00:00,1.5271514627277272,101.08300178252411
2024-09-23 21:54:00-00:00,1.5552538028179832,101.07499957832623
2024-09-23 22:00:00-00:00,1.5785461320221899,101.07299409576225
2024-09-23 22:06:00-00:00,1.605548585559537,101.06399901331139
2024-09-23 22:12:00-00:00,1.628848097052436,101.05300502364922
2024-09-23 22:18:00-00:00,1.6524424625535623,101.04500281945134
2024-09-23 22:24:00-00:00,1.6720452167314739,101.03499513268947
2024-09-23 22:30:00-00:00,1.693535305221725,101.02999786466123
2024-09-23 22:36:00-00:00,1.7147150917716556,101.02799895744991
2024-09-23 22:42:00-00:00,1.734202322283474,101.02500059663296
2024-09-23 22:48:00-00:00,1.753820524393479,101.00900276358986
2024-09-23 22:54:00-00:00,1.7682059074189889,101.00900276358986
2024-09-23 23:00:00-00:00,1.7833952545626013,101.00699728102589
2024-09-23 23:06:00-00:00,1.7945083693904,100.9949972624054
2024-09-23 23:12:00-00:00,1.8055072435091826,100.98999999437714
2024-09-23 23:18:00-00:00,1.8184103221985675,100.98400327274322
2024-09-23 23:24:00-00:00,1.8281262097636612,100.97399558598137
2024-09-23 23:30:00-00:00,1.8367175703476986,100.9750016149397
2024-09-23 23:36:00-00:00,1.8408209703132439,100.97299613237573
2024-09-23 23:42:00-00:00,1.855119096201681,100.97100380051708
2024-09-23 23:48:00-00:00,1.8596332251643561,100.9650005035305
2024-09-23 23:54:00-00:00,1.8691369613109017,100.9630015963192
2024-09-24 00:00:00-00:00,1.8700411286430842,100.9630015963192
2024-09-24 00:06:00-00:00,1.87646034688217,100.95599884572697
2024-09-24 00:12:00-00:00,1.8836565986617493,100.9590037818966
2024-09-24 00:18:00-00:00,1.8841586848362923,100.9630015963192
2024-09-24 00:24:00-00:00,1.8877556264199127,100.9630015963192
2024-09-24 00:30:00-00:00,1.8884328242376727,100.97399558598137
2024-09-24 00:36:00-00:00,1.8906404353777133,100.96999777155877
2024-09-24 00:42:00-00:00,1.885535922461698,100.97299613237573
2024-09-24 00:48:00-00:00,1.8854308473931263,100.97100380051708
2024-09-24 00:54:00-00:00,1.880328454695356,100.97399558598137
2024-09-24 01:00:00-00:00,1.8725014546449517,100.98300381913758
2024-09-24 01:06:00-00:00,1.8620906362162777,100.99099287263012
2024-09-24 01:12:00-00:00,1.846293632430858,100.98999999437714
2024-09-24 01:18:00-00:00,1.83549943811295,100.98999999437714
2024-09-24 01:24:00-00:00,1.8175977894831505,100.9949972624054
2024-09-24 01:30:00-00:00,1.7925235011860856,100.99099287263012
2024-09-24 01:36:00-00:00,1.77112613538808,100.9949972624054
2024-09-24 01:42:00-00:00,1.7447514350260915,100.98900054077149
2024-09-24 01:48:00-00:00,1.7211661603097346,100.98800108716584
2024-09-24 01:54:00-00:00,1.6919835494125528,100.98900054077149
2024-09-24 02:00:00-00:00,1.6633044090595757,100.98800108716584
2024-09-24 02:06:00-00:00,1.6364249364899215,100.98699505820751
2024-09-24 02:12:00-00:00,1.6120330226368202,100.99099287263012
